EnterpriseCount,NaceCodeGroup,JuridicalForm,Code,Description
1,43,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
9287,43,,,
7175,43,610.0,610,Société à responsabilité limitée
827,43,15.0,015,Société privée à responsabilité limitée
493,43,612.0,612,Société en commandite
410,43,14.0,014,Société anonyme
259,43,11.0,011,Société en nom collectif
134,43,12.0,012,Société en commandite simple
101,43,721.0,721,Société ou association sans personnalité juridique
86,43,30.0,030,Entité étrangère
53,43,3.0,003,Unité TVA
24,43,8.0,008,Société coopérative à responsabilité limitée
13,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
8,43,6.0,006,Société coopérative à responsabilité illimitée
7,43,706.0,706,Société coopérative
7,43,17.0,017,Association sans but lucratif
3,43,16.0,016,Société coopérative (ancien statut)
1,43,616.0,616,Société à responsabilité limitée de droit public
6170,43,,,
5339,43,610.0,610,Société à responsabilité limitée
784,43,15.0,015,Société privée à responsabilité limitée
292,43,612.0,612,Société en commandite
192,43,11.0,011,Société en nom collectif
156,43,14.0,014,Société anonyme
95,43,12.0,012,Société en commandite simple
47,43,30.0,030,Entité étrangère
27,43,721.0,721,Société ou association sans personnalité juridique
23,43,3.0,003,Unité TVA
16,43,8.0,008,Société coopérative à responsabilité limitée
9,43,6.0,006,Société coopérative à responsabilité illimitée
6,43,706.0,706,Société coopérative
5,43,17.0,017,Association sans but lucratif
1,43,515.0,515,Société privée à responsabilité limitée à finalité sociale
1,43,16.0,016,Société coopérative (ancien statut)
19445,43,,,
18669,43,610.0,610,Société à responsabilité limitée
2162,43,15.0,015,Société privée à responsabilité limitée
1420,43,14.0,014,Société anonyme
1105,43,612.0,612,Société en commandite
622,43,11.0,011,Société en nom collectif
319,43,12.0,012,Société en commandite simple
290,43,30.0,030,Entité étrangère
280,43,3.0,003,Unité TVA
122,43,721.0,721,Société ou association sans personnalité juridique
60,43,8.0,008,Société coopérative à responsabilité limitée
21,43,17.0,017,Association sans but lucratif
18,43,6.0,006,Société coopérative à responsabilité illimitée
14,43,706.0,706,Société coopérative
4,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
2,43,616.0,616,Société à responsabilité limitée de droit public
2,43,515.0,515,Société privée à responsabilité limitée à finalité sociale
2,43,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
2,43,114.0,114,Société anonyme de droit public
1,43,412.0,412,Centre public d'action sociale
1,43,125.0,125,Association internationale sans but lucratif
1,43,25.0,025,Société agricole
1,43,16.0,016,Société coopérative (ancien statut)
6758,43,,,
5573,43,610.0,610,Société à responsabilité limitée
749,43,15.0,015,Société privée à responsabilité limitée
372,43,612.0,612,Société en commandite
284,43,14.0,014,Société anonyme
221,43,11.0,011,Société en nom collectif
102,43,12.0,012,Société en commandite simple
46,43,3.0,003,Unité TVA
44,43,30.0,030,Entité étrangère
28,43,721.0,721,Société ou association sans personnalité juridique
15,43,6.0,006,Société coopérative à responsabilité illimitée
10,43,8.0,008,Société coopérative à responsabilité limitée
5,43,17.0,017,Association sans but lucratif
3,43,706.0,706,Société coopérative
3,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,43,515.0,515,Société privée à responsabilité limitée à finalité sociale
1,43,16.0,016,Société coopérative (ancien statut)
1,43,13.0,013,Société en commandite par actions
3274,43,,,
2387,43,610.0,610,Société à responsabilité limitée
375,43,15.0,015,Société privée à responsabilité limitée
161,43,612.0,612,Société en commandite
137,43,14.0,014,Société anonyme
87,43,11.0,011,Société en nom collectif
42,43,12.0,012,Société en commandite simple
20,43,3.0,003,Unité TVA
14,43,30.0,030,Entité étrangère
13,43,721.0,721,Société ou association sans personnalité juridique
6,43,6.0,006,Société coopérative à responsabilité illimitée
5,43,8.0,008,Société coopérative à responsabilité limitée
4,43,706.0,706,Société coopérative
3,43,17.0,017,Association sans but lucratif
1,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
3248,43,,,
1998,43,610.0,610,Société à responsabilité limitée
291,43,15.0,015,Société privée à responsabilité limitée
172,43,612.0,612,Société en commandite
120,43,14.0,014,Société anonyme
92,43,11.0,011,Société en nom collectif
45,43,12.0,012,Société en commandite simple
26,43,30.0,030,Entité étrangère
18,43,3.0,003,Unité TVA
12,43,721.0,721,Société ou association sans personnalité juridique
7,43,6.0,006,Société coopérative à responsabilité illimitée
5,43,8.0,008,Société coopérative à responsabilité limitée
3,43,17.0,017,Association sans but lucratif
2,43,706.0,706,Société coopérative
2,43,16.0,016,Société coopérative (ancien statut)
1,43,412.0,412,Centre public d'action sociale
1,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
9052,43,,,
5811,43,610.0,610,Société à responsabilité limitée
649,43,15.0,015,Société privée à responsabilité limitée
547,43,612.0,612,Société en commandite
288,43,11.0,011,Société en nom collectif
246,43,14.0,014,Société anonyme
109,43,12.0,012,Société en commandite simple
81,43,30.0,030,Entité étrangère
45,43,721.0,721,Société ou association sans personnalité juridique
36,43,3.0,003,Unité TVA
20,43,17.0,017,Association sans but lucratif
16,43,8.0,008,Société coopérative à responsabilité limitée
10,43,6.0,006,Société coopérative à responsabilité illimitée
7,43,706.0,706,Société coopérative
4,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
2,43,412.0,412,Centre public d'action sociale
2,43,16.0,016,Société coopérative (ancien statut)
1,43,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
935,43,,,
455,43,610.0,610,Société à responsabilité limitée
74,43,15.0,015,Société privée à responsabilité limitée
60,43,612.0,612,Société en commandite
21,43,14.0,014,Société anonyme
21,43,11.0,011,Société en nom collectif
18,43,12.0,012,Société en commandite simple
4,43,721.0,721,Société ou association sans personnalité juridique
3,43,3.0,003,Unité TVA
2,43,30.0,030,Entité étrangère
1,43,706.0,706,Société coopérative
1744,43,,,
1468,43,610.0,610,Société à responsabilité limitée
177,43,15.0,015,Société privée à responsabilité limitée
149,43,14.0,014,Société anonyme
56,43,612.0,612,Société en commandite
38,43,11.0,011,Société en nom collectif
19,43,3.0,003,Unité TVA
18,43,12.0,012,Société en commandite simple
15,43,30.0,030,Entité étrangère
13,43,721.0,721,Société ou association sans personnalité juridique
3,43,8.0,008,Société coopérative à responsabilité limitée
2,43,6.0,006,Société coopérative à responsabilité illimitée
1,43,706.0,706,Société coopérative
16248,43,,,
10232,43,610.0,610,Société à responsabilité limitée
1380,43,15.0,015,Société privée à responsabilité limitée
699,43,612.0,612,Société en commandite
543,43,11.0,011,Société en nom collectif
399,43,14.0,014,Société anonyme
249,43,12.0,012,Société en commandite simple
84,43,721.0,721,Société ou association sans personnalité juridique
77,43,30.0,030,Entité étrangère
54,43,3.0,003,Unité TVA
44,43,8.0,008,Société coopérative à responsabilité limitée
25,43,6.0,006,Société coopérative à responsabilité illimitée
24,43,17.0,017,Association sans but lucratif
16,43,706.0,706,Société coopérative
8,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
2,43,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
2,43,16.0,016,Société coopérative (ancien statut)
2,43,13.0,013,Société en commandite par actions
1,43,114.0,114,Société anonyme de droit public
1,43,29.0,029,Fondation d'utilité publique
9964,43,610.0,610,Société à responsabilité limitée
8155,43,,,
1087,43,15.0,015,Société privée à responsabilité limitée
446,43,14.0,014,Société anonyme
380,43,612.0,612,Société en commandite
201,43,11.0,011,Société en nom collectif
124,43,30.0,030,Entité étrangère
122,43,12.0,012,Société en commandite simple
77,43,3.0,003,Unité TVA
37,43,721.0,721,Société ou association sans personnalité juridique
23,43,8.0,008,Société coopérative à responsabilité limitée
11,43,6.0,006,Société coopérative à responsabilité illimitée
6,43,706.0,706,Société coopérative
6,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
4,43,17.0,017,Association sans but lucratif
2,43,16.0,016,Société coopérative (ancien statut)
1,43,411.0,411,Ville / commune
1,43,125.0,125,Association internationale sans but lucratif
1,43,114.0,114,Société anonyme de droit public
1741,43,,,
1604,43,610.0,610,Société à responsabilité limitée
160,43,15.0,015,Société privée à responsabilité limitée
74,43,612.0,612,Société en commandite
43,43,11.0,011,Société en nom collectif
39,43,14.0,014,Société anonyme
21,43,12.0,012,Société en commandite simple
10,43,721.0,721,Société ou association sans personnalité juridique
9,43,30.0,030,Entité étrangère
7,43,3.0,003,Unité TVA
5,43,8.0,008,Société coopérative à responsabilité limitée
4,43,6.0,006,Société coopérative à responsabilité illimitée
2,43,706.0,706,Société coopérative
2290,43,,,
2286,43,610.0,610,Société à responsabilité limitée
321,43,15.0,015,Société privée à responsabilité limitée
106,43,612.0,612,Société en commandite
81,43,11.0,011,Société en nom collectif
50,43,12.0,012,Société en commandite simple
40,43,14.0,014,Société anonyme
13,43,721.0,721,Société ou association sans personnalité juridique
11,43,30.0,030,Entité étrangère
11,43,8.0,008,Société coopérative à responsabilité limitée
10,43,3.0,003,Unité TVA
5,43,6.0,006,Société coopérative à responsabilité illimitée
1,43,706.0,706,Société coopérative
1,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,43,17.0,017,Association sans but lucratif
124,43,,,
87,43,610.0,610,Société à responsabilité limitée
4,43,612.0,612,Société en commandite
3,43,30.0,030,Entité étrangère
3,43,14.0,014,Société anonyme
2,43,11.0,011,Société en nom collectif
1,43,12.0,012,Société en commandite simple
21,43,,,
17,43,610.0,610,Société à responsabilité limitée
3,43,721.0,721,Société ou association sans personnalité juridique
2,43,30.0,030,Entité étrangère
1,43,612.0,612,Société en commandite
23,43,,,
21,43,610.0,610,Société à responsabilité limitée
3,43,612.0,612,Société en commandite
1,43,14.0,014,Société anonyme
1,43,11.0,011,Société en nom collectif
9399,43,,,
5411,43,610.0,610,Société à responsabilité limitée
700,43,15.0,015,Société privée à responsabilité limitée
364,43,612.0,612,Société en commandite
251,43,11.0,011,Société en nom collectif
138,43,12.0,012,Société en commandite simple
70,43,14.0,014,Société anonyme
36,43,721.0,721,Société ou association sans personnalité juridique
26,43,30.0,030,Entité étrangère
12,43,3.0,003,Unité TVA
8,43,6.0,006,Société coopérative à responsabilité illimitée
6,43,8.0,008,Société coopérative à responsabilité limitée
4,43,706.0,706,Société coopérative
1,43,616.0,616,Société à responsabilité limitée de droit public
1,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,43,17.0,017,Association sans but lucratif
1,43,16.0,016,Société coopérative (ancien statut)
20119,43,,,
17909,43,610.0,610,Société à responsabilité limitée
2523,43,15.0,015,Société privée à responsabilité limitée
1147,43,14.0,014,Société anonyme
845,43,612.0,612,Société en commandite
693,43,11.0,011,Société en nom collectif
410,43,721.0,721,Société ou association sans personnalité juridique
328,43,12.0,012,Société en commandite simple
306,43,30.0,030,Entité étrangère
119,43,3.0,003,Unité TVA
83,43,8.0,008,Société coopérative à responsabilité limitée
52,43,6.0,006,Société coopérative à responsabilité illimitée
29,43,17.0,017,Association sans but lucratif
24,43,706.0,706,Société coopérative
24,43,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
5,43,616.0,616,Société à responsabilité limitée de droit public
